Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
11/08/2021,102.25,102.25,102.25,102.25,4.85,+4.98%,9,997
11/05/2021,97.4,97.4,97.4,97.4,0.85,+0.88%,19,1000
11/04/2021,96.55,96.55,96.55,96.55,-4.2,-4.17%,12,995
11/03/2021,100.75,100.75,100.75,100.75,10.75,+11.94%,27,991
11/02/2021,90,90,90,90,3.6,+4.17%,37,1007
11/01/2021,86.4,86.4,86.4,86.4,-3.05,-3.41%,11,979
10/29/2021,89.45,89.45,89.45,89.45,-6.15,-6.43%,18,969
10/28/2021,95.6,95.6,95.6,95.6,-0.05,-0.05%,38,966
10/27/2021,95.65,95.65,95.65,95.65,-2.6,-2.65%,13,956
10/26/2021,98.25,98.25,98.25,98.25,1.2,+1.24%,111,957
10/25/2021,97.05,97.05,97.05,97.05,-0.1,-0.10%,53,860
10/22/2021,97.6,97.15,97.15,97.15,-5.8,-5.63%,8,867
10/21/2021,102.95,102.95,102.95,102.95,-10.7,-9.41%,29,870
10/20/2021,113.65,113.65,113.65,113.65,-0.2,-0.18%,13,874
10/19/2021,113.85,113.85,113.85,113.85,-0.7,-0.61%,25,878
10/18/2021,114.55,114.55,114.55,114.55,-2.1,-1.80%,33,872
10/15/2021,116.65,116.65,116.65,116.65,-3.85,-3.20%,48,868
10/14/2021,120.5,120.5,120.5,120.5,6.6,+5.79%,26,861
10/13/2021,114.3,114.3,113.9,113.9,-1.65,-1.43%,6,858
10/12/2021,115.55,115.55,115.55,115.55,4.35,+3.91%,16,857
